Name.of.institution,UnitID,Sector,OPEID,Calendar.system
The Salon Professional Academy-Shorewood,481243,9,3054100,Program
Allied American University,481252,3,4169200,Program
Shear Learning Academy of Cosmetology,481261,9,2255402,Program
State Career College,481270,9,4165700,Program
California Miramar University,481289,3,2061600,Academic
Academy for Salon Professionals,481298,9,3359300,Program
Radians College,481304,6,3099000,Program
American Institute of Medical Sonography,481313,9,2262100,Program
New York School of Esthetics & Day Spa,481322,9,2573800,Program
Santa Ana Beauty College,481331,9,2258600,Program
Sutter Beauty College,481340,9,2494800,Program
Annenberg School of Nursing,481359,8,2338700,Program
Paul Mitchell The School-Spokane,481368,6,3062300,Program
Curve Metric School of Hair Design,481377,9,4183100,Program
American Medical Academy,481386,6,4165500,Program
Athena Career Academy,481395,9,2562500,Program
Yeshiva Gedolah Zichron Leyma,481401,2,2285700,Academic
Palmetto Beauty School,481410,9,2341100,Program
The Barber School,481429,9,2332200,Program
Be'er Yaakov Talmudic Seminary,481438,2,2170301,Academic
RGV Careers,481447,9,1192600,Program
Alexander Academy,481456,9,2236400,Program
LeMelange Academy of Hair,481465,9,3701300,Program
John Paul the Great Catholic University,481474,2,2338000,Academic
Shepherds College,481483,5,4223800,Program
Aparicio-Levy Technical Center,481492,7,4133900,Academic
Colton-Redlands-Yucaipa Regional Occupational Program,481508,7,4039300,Program
American College of Healthcare Sciences,481517,3,3608300,Academic
Aveda Institute-Tucson,481526,9,3841300,Program
Aveda Institute Phoenix,481553,9,4173900,Program
Brand College,481562,9,3019800,Program
Velvet Touch Academy of Cosmetology,481571,6,1016100,Program
Tillamook Bay Community College,481599,4,4187000,Academic
Ambiance Beauty & Barber Academy Inc,481614,9,2326000,Program
Diamond Beauty College,481623,9,3097200,Program
Montage Academy,481632,6,3253300,Program
Tribeca Flashpoint Media Arts Academy,481669,3,4126400,Academic
University Academy of Hair Design,481678,9,4174400,Program
Graduate School USA,481720,5,1231700,Academic
New Dimensions Beauty Academy Inc,481739,6,2257702,Program
Panache Academy of Beauty,481748,6,3682400,Program
Jolei's Hair Institute,481766,9,2165900,Program
Paul Mitchell the School-Reno,481827,6,3922300,Program
Boise Barber College,481845,6,3849300,Program
Aveda Institute-Des Moines,481854,6,3916300,Program
Arkansas State University-Newport,481863,4,4149500,Academic
Austin Kade Academy,481890,6,4130700,Program
Woodruff Medical Training and Testing,481906,9,4212100,Program
Aspen Beauty Academy of Laurel,481915,9,4157500,Program
Aesthetic Science Institute,481942,9,4213400,Program
Elaine Sterling Institute,481960,9,4219200,Program
Beauty and Health Institute,481988,9,3736300,Program
Paul Mitchell The School-Raleigh,482015,9,4155800,Program
Wade Gordon Hairdressing Academy,482024,9,4208900,Program
Mitsu Sato Hair Academy,482033,9,4231900,Program
Lil Lou's Barber College,482060,9,4219100,Program
SAE Institute of Technology-Los Angeles,482097,9,4174201,Program
Digital Film Academy,482103,9,4207600,Program
Helms College,482149,8,2241805,Academic
MyComputerCareer.com-Raleigh,482158,9,4190300,Program
SAE Institute of Technology-Atlanta,482167,6,3028800,Program
Elite Welding Academy LLC,482176,9,3108700,Program
Advance Beauty Techs Academy,482185,9,4233100,Program
School of Missionary Aviation Technology,482194,5,4223100,Program
Academy di Firenze,482200,6,2595600,Program
School for Allied Health Professionals,482228,9,4152700,Program
Medical Career Institute,482246,6,4194501,Program
American Academy of Personal Training,482255,9,4229000,Program
SAE Institute of Technology-Miami,482264,9,4223700,Program
Technology Center,482273,9,2154401,Program
Ukiah Adult School,482307,7,4228900,Program
Riverside County Office of Education,482316,7,4204600,Program
Gloria Francis School of Make-Up Artistry,482325,9,4224200,Program
Advanced Career Institute,482334,9,2343401,Program
Paul Mitchell the School-Overland Park,482343,9,4228400,Program
Shear Finesse Hairstyling Academy,482352,9,3027300,Program
Institute of Health Sciences,482361,9,4221200,Academic
Hinton Barber College,482370,9,4217800,Program
Stella and Charles Guttman Community College,482389,4,4137200,Academic
Mid-South Christian College,482398,2,4226000,Academic
Medspa Academies,482413,9,4194600,Program
Advanced Computing Institute,482422,6,2074007,Program
New York Institute of Beauty,482431,9,1085101,Program
Ultrasound Medical Institute,482440,6,1085102,Program
The Salon Professional Academy-Huntsville,482459,9,1085100,Program
Brighton Institute of Cosmetology,482468,9,3930302,Program
Beautiful You School of Nail Technology,482477,9,3914300,Program
Harmon's Beauty School,482486,9,4212500,Program
College of Western Idaho,482495,4,3109701,Academic
Xavier College School of Nursing,482501,9,4215100,Program
Lawrence & Company College of Cosmetology,482510,9,4144200,Program
Academy of Salon Professionals,482529,9,3304300,Program
Cactus Academy,482538,9,3939400,Program
Cosmix School of Makeup Artistry,482547,9,4215500,Program
Kaizen Beauty Academy,482556,9,4233700,Program
Southern Texas Careers Academy,482565,9,4220400,Program
Access Careers,482574,9,2178700,Program
Sharp Edgez Barber Institute,482583,9,4218400,Program
River Valley Cosmetology Institute,482592,9,4115301,Program
The Salon Professional Academy-Nashville,482608,9,2316603,Program
Cosmotech School of Cosmetology,482617,9,3455700,Program
Prestige Health & Beauty Sciences Academy,482635,9,4224100,Program
Grace College of Barbering,482644,8,4212600,Program
Luckes Beauty Academy,482653,9,4215300,Program
Total Transformation Institute of Cosmetology,482662,9,4171501,Program
California Career Institute,482671,9,4214100,Program
Vibe Barber College,482680,9,4225300,Program
Cosmo Factory Cosmetology Academy,482699,9,4187800,Program
Grace School of Theology,482954,2,4229900,Academic
Champ's Barber School,482963,9,2538301,Program
Yeshiva Gedolah Kesser Torah,482981,2,3332601,Academic
Universal Training Institute,482990,9,3005700,Program
Yeshiva Yesodei Hatorah,483009,2,4195200,Academic
UEI College-Santa Cruz,483045,9,4206200,Program
Rizzieri Institute,483054,9,4226300,Program
Azure College,483106,6,469210,Academic
Bonnie Joseph Academy of Cosmetology and Barbering,483124,6,469209,Program
Healthcare Training Institute,483212,9,3859300,Program
W Academy of Salon and Spa,483230,9,4219300,Program
Sessions College for Professional Design,483258,6,4206700,Academic
Boca Beauty Academy,483276,9,1054202,Program
Nunation School of Cosmetology,483285,9,2173211,Program
United Medical and Business Institute,483319,9,817812,Program
Paul Mitchell the School-Jersey Shore,483328,9,2173202,Program
Midwives College of Utah,483337,2,2079406,Academic
City Pointe Beauty Academy,483346,9,2079405,Program
The Salon Professional Academy-South Plainfield,483355,9,3881400,Program
IGlobal University,483364,3,2617508,Academic
Alexander Paul Institute of Hair Design,483373,9,4230400,Program
Ace Cosmetology and Barber Training Center,483382,9,4230500,Program
East-West Healing Arts Institute,483425,9,4230300,Program
Gemini School of Visual Arts & Communication,483470,6,4230200,Program
Designer Barber & Stylist School,483504,9,4232400,Program
National Personal Training Institute,483513,9,4222200,Program
More Tech Institute,483568,9,3445501,Program
Chrysm Institute of Esthetics,483610,9,3445502,Program
Standard Healthcare Services-College of Nursing,483629,6,4167602,Program
New Horizons Medical Institute,483638,6,4229700,Program
New Horizons Medical Institute-Winder,483647,9,4236800,Program
Bly's School of Cosmetology,483665,9,2498200,Program
Philadelphia Technician Training,483674,8,4164300,Program
Paul Mitchell the School-Denver,483683,6,4208800,Program
Toni & Guy Hairdressing Academy-Manteca,483692,9,4223200,Program
Fab School,483708,9,4211700,Program
Manthano Christian College,483717,2,4183700,Academic
Arrojo Cosmetology School,483726,9,4226200,Program
Grace International Beauty School,483735,9,4217000,Program
InterAmerican Technical Institute,483744,9,3035801,Academic
Lynnes Welding Training,483753,9,4228100,Program
Academy of Interactive Entertainment,483762,8,4209800,Academic
Bay Area Medical Academy,483771,9,4162503,Program
Electrical Training Center,483780,9,4162502,Program
Mind Body Institute,483799,9,2527505,Program
Cosmetology Academy of Texarkana,483805,9,4156200,Program
Belle Academy of Cosmetology,483814,9,4209600,Program
Networks Barber College,483823,9,4155100,Program
Trenz Beauty Academy,483841,9,4181600,Program
Barber School of Pittsburgh,483869,9,4223400,Program
JB's Hair Design and Barber College,483878,9,2559410,Program
College of the Muscogee Nation,483887,4,4145600,Academic
Parisian Spa Institute,483896,9,4224700,Program
Yechanlaz Instituto Vocacional,483902,9,2289701,Program
Creative Touch Cosmetology School,483911,9,4229200,Program
LaBarberia Institute of Hair,483920,6,4213200,Program
Fred D. Learey Technical Center,483939,4,4212000,Academic
Setting the Standard Barbering and Natural Hair Academy,483948,9,4226100,Program
Bos-Man's Barber College,483957,9,4193500,Program
Lawrence & Company College of Cosmetology,483966,9,4233400,Program
Healthcare Preparatory Institute,483984,9,4214700,Program
Divine Crown Academy of Cosmetology,484002,9,4223500,Program
M T Training Center,484011,9,3875301,Program
Merryfield School of Pet Grooming,484020,9,3610301,Program
Sherrill's University of Barber & Cosmetology,484039,9,4166000,Program
Morthland College,484048,2,4229300,Academic
High Desert Medical College,484057,9,736206,Academic
Paul Mitchell the School-Schenectady,484066,9,4227500,Program
Beyond Measure Barbering Institute,484075,9,3368306,Program
Beauty Anatomy Institute of Cosmetology and Wellness,484084,9,3368302,Program
Barber Institute of Texas,484093,9,3368305,Program
Jupiter Beauty Academy,484109,9,3422308,Program
MedQuest College,484118,9,4223900,Program
First Coast Barber Academy,484127,9,4220200,Program
Debutantes School of Cosmetology and Nail Technology,484136,9,4220100,Program
Excel Academies of Cosmetology-Troy,484145,9,4231200,Program
Excel Academies of Cosmetology-Merrillville,484154,9,4224400,Program
Excel Academies of Cosmetology,484163,9,4221101,Program
Excel Academies of Cosmetology-Kentwood,484172,9,4148000,Program
Ricci's Academy of Cosmetology,484181,9,4210700,Program
NeeCee's College of Cosmetology,484190,9,4217900,Program
Yahweh Beauty Academy,484206,9,2230601,Program
Alamo City Barber College,484242,9,2158504,Program
Excel Learning Center-San Antonio,484303,9,4141600,Program
Preparing People Barber Styling College,484321,9,2304800,Program
Arizona School of Integrative Studies,484330,9,4225000,Program
Lee Professional Institute,484349,9,4234600,Program
"Christine Valmy International School for Esthetics, Skin Care & Makeup",484358,9,4184300,Program
Burnett International College,484367,6,1179903,Academic
Park Place Premier Barber School,484376,9,4218200,Program
Fountain of Youth Academy of Cosmetology,484385,9,3490302,Program
The Salon Professional Academy-San Jose,484394,9,4228300,Program
ITT Technical Institute-Madison,484473,3,4149101,Academic
ITT Technical Institute-Akron,484598,3,2149902,Academic
ITT Technical Institute-Mobile,484604,3,4232900,Academic
ITT Technical Institute-Norwood,484613,3,4214500,Academic
ITT Technical Institute-Richmond,484622,3,3944400,Academic
ITT Technical Institute-Springfield,484631,3,4150300,Academic
ITT Technical Institute-Salem,484640,3,720900,Academic
ITT Technical Institute-Huntington,484668,6,3064401,Academic
ITT Technical Institute-Albuquerque,484677,3,4230900,Academic
ITT Technical Institute-Tulsa,484686,3,2112305,Academic
ITT Technical Institute-Oklahoma City,484695,3,4213600,Academic
ITT Technical Institute-Lexington,484701,3,4216500,Academic
ITT Technical Institute-Wilmington,484710,3,2533604,Academic
ITT Technical Institute-Liverpool,484729,6,2339705,Academic
ITT Technical Institute-Aurora,484738,3,2246305,Academic
ITT Technical Institute-Clive,484747,3,2246306,Academic
ITT Technical Institute-Hilliard,484756,3,2246304,Academic
ITT Technical Institute-Kansas City,484765,3,2180110,Academic
ITT Technical Institute-Kennesaw,484783,3,4134500,Academic
ITT Technical Institute-Culver City,484817,3,4190800,Academic
ITT Technical Institute-Columbus,484826,3,4207300,Academic
ITT Technical Institute-Saint Rose,484835,3,4225900,Academic
ITT Technical Institute-Baton Rouge,484880,3,3090000,Academic
ITT Technical Institute-Phoenix,484899,3,4209500,Academic
ITT Technical Institute-Wichita,484905,3,4227600,Academic
ITT Technical Institute-Johnson City,484932,3,3035308,Academic
ITT Technical Institute-Canton,484950,3,4213300,Academic
ITT Technical Institute-Dearborn,484978,3,3765300,Academic
ITT Technical Institute-Springfield,484996,3,4190900,Academic
ITT Technical Institute-Cary,485014,3,4173201,Academic
ITT Technical Institute-Owings Mills,485032,3,4208000,Academic
ITT Technical Institute-Madison,485041,6,4211000,Academic
ITT Technical Institute-Phoenix West,485078,3,4213800,Academic
ITT Technical Institute-Brooklyn Center,485087,3,4237100,Academic
ITT Technical Institute-Waco,485111,3,1293201,Academic
ITT Technical Institute-Myrtle Beach,485120,3,4221800,Academic
ITT Technical Institute-Durham,485139,3,4183000,Academic
ITT Technical Institute-Hanover,485166,3,4215000,Academic
ITT Technical Institute-Philadelphia,485184,6,4224500,Academic
ITT Technical Institute-Marlton,485193,6,961804,Academic
ITT Technical Institute-West Palm Beach,485236,3,4216300,Academic
ITT Technical Institute-Salem,485245,3,3789303,Academic
ITT Technical Institute-Indianapolis East,485254,3,3789304,Academic
ITT Technical Institute-Douglasville,485263,3,3789301,Academic
